Sigla	Codigo	Município	2010	2012	2014	2016	2018
MG	3121407	Desterro de Entre Rios	4631	5050	4795	5170	4799
MG	3121506	Desterro do Melo	2520	2870	2632	3031	2725
MG	3121605	Diamantina	25848	27239	26311	27765	26464
MG	3121704	Diogo de Vasconcelos	2700	3560	3085	3276	2968
MG	3121803	Dionísio	5225	5955	5010	5615	4792
MG	3121902	Divinésia	2882	3223	2988	3679	3276
MG	3122009	Divino	10957	12230	11284	12538	11118
MG	3122108	Divino das Laranjeiras	3088	3842	3256	4230	3315
MG	3122207	Divinolândia de Minas	4094	5098	4343	5275	4306
MG	3122306	Divinópolis	134552	134881	136562	136344	136517
MG	3122355	Divisa Alegre	3237	3912	3416	3989	3440
MG	3122405	Divisa Nova	3716	4134	3822	4200	3895
MG	3122454	Divisópolis	4371	5619	4574	5441	4750
MG	3122470	Dom Bosco	2382	3025	2461	3147	2437
MG	3122504	Dom Cavati	3734	4545	3785	4296	3472
MG	3122603	Dom Joaquim	2645	3302	2816	3367	2847
MG	3122702	Dom Silvério	3583	3972	3669	4020	3559
MG	3122801	Dom Viçoso	2166	2488	2306	2599	2353
MG	3122900	Dona Eusébia	4208	4856	4355	4967	4491
MG	3123007	Dores de Campos	6322	6863	6520	7127	6625
MG	3123106	Dores de Guanhães	3543	4326	3589	4328	3628
MG	3123205	Dores do Indaiá	8715	9162	8409	9024	8223
MG	3123304	Dores do Turvo	3484	4391	3889	4782	3791
MG	3123403	Doresópolis	1178	1664	1294	1786	1319
MG	3123502	Douradoquara	1526	1869	1547	1794	1495
MG	3123528	Durandé	4520	5248	4635	5565	4862
MG	3123601	Elói Mendes	15417	16051	15959	16934	16139
MG	3123700	Engenheiro Caldas	5616	6626	5861	6436	5642
MG	3123809	Engenheiro Navarro	4467	5126	4386	5290	4476
MG	3123858	Entre Folhas	3871	4826	4139	5026	4115
MG	3123908	Entre Rios de Minas	9364	10016	9770	10302	9827
MG	3124005	Ervália	12351	14293	13046	14513	12480
MG	3124104	Esmeraldas	29540	32770	33760	37179	37507
MG	3124203	Espera Feliz	12281	13512	12796	13933	13215
MG	3124302	Espinosa	16399	18956	16972	18853	17398
MG	3124401	Espírito Santo do Dourado	3415	3991	3694	4123	3769
MG	3124500	Estiva	7093	7755	7368	7826	7169
MG	3124609	Estrela Dalva	1905	2589	1967	2428	1912
MG	3124708	Estrela do Indaiá	2295	2749	2283	2623	2148
MG	3124807	Estrela do Sul	4474	5442	4586	5261	4386
MG	3124906	Eugenópolis	6735	7465	6795	7485	6681
MG	3125002	Ewbank da Câmara	2885	3302	3015	3668	3149
MG	3125101	Extrema	17453	19636	20072	23379	23017
MG	3125200	Fama	2063	2549	2168	2646	2191
MG	3125309	Faria Lemos	2578	2701	2449	2874	2426
MG	3125408	Felício dos Santos	2859	3336	3074	3631	3167
MG	3125507	São Gonçalo do Rio Preto	2123	2592	2037	2521	2036
MG	3125606	Felisburgo	3397	3919	3389	4376	3587
MG	3125705	Felixlândia	8640	9580	8720	9568	8705
MG	3125804	Fernandes Tourinho	2072	2449	2120	2508	1978
MG	3125903	Ferros	6498	7308	6396	7232	6257
MG	3125952	Fervedouro	6236	7133	6501	7232	6296
MG	3126000	Florestal	4565	5142	4836	5204	4919
MG	3126109	Formiga	43766	44552	44097	43871	42594
MG	3126208	Formoso	4005	5065	4222	5303	4323
MG	3126307	Fortaleza de Minas	2703	3193	2697	2931	2421
MG	3126406	Fortuna de Minas	2007	2380	2188	2538	2234
MG	3126505	Francisco Badaró	4415	5058	4485	5403	4488
MG	3126604	Francisco Dumont	3053	3926	2960	3915	2958
MG	3126703	Francisco Sá	14317	15337	14126	15687	13957
MG	3126752	Franciscópolis	2944	3676	3089	4004	3164
MG	3126802	Frei Gaspar	3414	4106	3571	4382	3578
MG	3126901	Frei Inocêncio	5123	5807	5145	5842	5056
MG	3126950	Frei Lagonegro	2338	3062	2496	2967	2519
MG	3127008	Fronteira	7996	8733	7566	8741	7494
MG	3127057	Fronteira dos Vales	2940	3763	2837	3585	2724
MG	3127073	Fruta de Leite	3224	3910	3123	3755	3006
MG	3127107	Frutal	30484	32739	31499	32717	30236
MG	3127206	Funilândia	2995	3581	3223	3906	3437
MG	3127305	Galiléia	4002	4684	4045	4643	3784
MG	3127339	Gameleiras	3024	3420	3173	3642	3238
MG	3127354	Glaucilândia	2591	3076	2727	3376	2849
MG	3127370	Goiabeira	2116	2620	2301	2793	2211
MG	3127388	Goianá	2769	3281	2910	3291	2909
MG	3127404	Gonçalves	2818	3167	2932	3342	2962
MG	3127503	Gonzaga	3195	3839	3483	3802	3218
MG	3127602	Gouveia	6939	8027	7434	8733	7507
MG	3127701	Governador Valadares	149956	154947	153201	153241	150348
MG	3127800	Grão Mogol	7525	9279	8136	9709	8074
MG	3127909	Grupiara	1212	1455	1208	1506	1243
MG	3128006	Guanhães	16950	18504	17646	18625	17390
MG	3128105	Guapé	8052	8734	8315	8807	8077
MG	3128204	Guaraciaba	6354	7083	6471	7205	6252
MG	3128253	Guaraciama	4118	4616	4060	4239	3763
MG	3128303	Guaranésia	11706	12605	11966	12648	11586
MG	3128402	Guarani	5718	6172	5779	6227	5410
MG	3128501	Guarará	2778	3051	2854	3083	2703
MG	3128600	Guarda-Mor	3942	5025	4243	5046	4246
MG	3128709	Guaxupé	30172	30906	30500	30862	29768
MG	3128808	Guidoval	5365	5711	5253	5502	5064
MG	3128907	Guimarânia	4925	5731	5060	5702	5022
MG	3129004	Guiricema	5825	6505	6052	6652	5886
MG	3129103	Gurinhatã	4317	4723	3803	4447	3599
MG	3129202	Heliodora	4113	4476	4168	4554	4213
MG	3129301	Iapu	6130	6823	6319	7232	6432
MG	3129400	Ibertioga	3802	4362	3784	4358	3761
MG	3129509	Ibiá	13467	14479	13044	14038	12126
MG	3129608	Ibiaí	4427	5500	4455	5396	4398
MG	3129657	Ibiracatu	3711	4472	3844	4681	3929
MG	3129707	Ibiraci	6942	7659	7123	7698	6911
MG	3129806	Ibirité	82383	87330	88563	93172	95853
MG	3129905	Ibitiúra de Minas	2671	3132	2700	2996	2592
MG	3130002	Ibituruna	1964	2210	1979	2274	1921
MG	3130051	Icaraí de Minas	5157	6335	5663	6638	5734
MG	3130101	Igarapé	19306	21209	21423	23423	23188
MG	3130200	Igaratinga	5405	5975	5618	6643	5995
MG	3130309	Iguatama	5555	6196	5570	5986	5023
MG	3130408	Ijaci	4081	4474	4350	4739	4418
MG	3130507	Ilicínea	7111	7864	7593	8324	7710
MG	3130556	Imbé de Minas	3745	5255	4314	5405	4253
MG	3130606	Inconfidentes	4990	5669	5174	5760	5093
MG	3130655	Indaiabira	3945	4758	4053	5129	3998
MG	3130705	Indianópolis	3811	4716	3827	4272	3592
MG	3130804	Ingaí	2114	2618	2350	2733	2311
MG	3130903	Inhapim	15038	17577	15055	16991	14473
MG	3131000	Inhaúma	3987	4551	4128	4713	4144
MG	3131109	Inimutaba	4204	4957	4537	4997	4559
MG	3131158	Ipaba	9682	11287	10488	11974	10314
MG	3131208	Ipanema	10982	13490	11682	12444	10743
MG	3131307	Ipatinga	143222	145382	145072	144826	140177
MG	3131406	Ipiaçu	2873	3358	2800	3241	2561
MG	3131505	Ipuiúna	6223	6801	6476	6882	6245
MG	3131604	Iraí de Minas	4570	5317	4528	5205	4693
MG	3131703	Itabira	72189	75023	74522	75825	72534
MG	3131802	Itabirinha de Mantena	6079	7306	6355	7465	6314
MG	3131901	Itabirito	30486	31877	31925	33823	33334
MG	3132008	Itacambira	3154	4068	3353	4312	3428
MG	3132107	Itacarambi	9147	10317	9170	10474	9412
MG	3132206	Itaguara	8347	8350	8322	8698	8626
MG	3132305	Itaipé	5374	6497	5573	6571	5886
MG	3132404	Itajubá	56432	56155	56894	57093	57177
MG	3132503	Itamarandiba	16588	18026	17326	19316	17790
MG	3132602	Itamarati de Minas	3001	3513	3105	3405	2906
MG	3132701	Itambacuri	12350	13794	12265	13630	12069
MG	3132800	Itambé do Mato Dentro	1708	2193	1919	2305	1903
MG	3132909	Itamogi	7148	8026	7250	7900	6798
MG	3133006	Itamonte	8774	9470	9019	9719	8984
MG	3133105	Itanhandu	9471	9950	9689	10152	9729
MG	3133204	Itanhomi	7263	8268	7357	8432	7154
MG	3133303	Itaobim	11343	12359	11460	12256	11222
MG	3133402	Itapagipe	7618	8507	7900	8760	7789
MG	3133501	Itapecerica	14215	15175	14374	14999	14042
MG	3133600	Itapeva	5466	5587	5430	6293	5691
MG	3133709	Itatiaiuçu	6378	7171	6934	8103	7575
MG	3133758	Itaú de Minas	9718	10298	9805	10499	9628
MG	3133808	Itaúna	55334	56411	56518	57581	56057
MG	3133907	Itaverava	4424	4942	4507	5088	4495
MG	3134004	Itinga	7257	8074	7345	8653	7516
MG	3134103	Itueta	4134	4918	4064	4340	3771
MG	3134202	Ituiutaba	58547	60889	59899	60581	57480
MG	3134301	Itumirim	4598	4921	4697	5011	4717
MG	3134400	Iturama	21339	23255	22367	24581	21993
MG	3134509	Itutinga	2807	3178	2871	3227	2927
MG	3134608	Jaboticatubas	10174	10995	10785	11757	11356
MG	3134707	Jacinto	6418	7348	6251	7369	6112
MG	3134806	Jacuí	4865	5247	4890	5355	4790
MG	3134905	Jacutinga	13422	14582	13963	15076	14016
MG	3135001	Jaguaraçu	2177	2484	2311	2769	2481
MG	3135050	Jaíba	16655	19278	17724	19185	17810
MG	3135076	Jampruca	2939	3565	3163	3642	3179
MG	3135100	Janaúba	36601	39384	38682	40740	38497
MG	3135209	Januária	32967	34875	33740	35777	34172
MG	3135308	Japaraíba	2640	2962	2767	3046	2805
MG	3135357	Japonvar	5070	6237	5225	6588	5414
MG	3135407	Jeceaba	4112	4838	4369	5126	4566
MG	3135456	Jenipapo de Minas	3156	3540	3294	4061	3329
MG	3135506	Jequeri	7586	8600	7505	8730	7428
MG	3135605	Jequitaí	4543	5548	4628	5466	4387
MG	3135704	Jequitibá	3984	4830	4346	4832	4378
MG	3135803	Jequitinhonha	11719	13066	11950	12954	11638
MG	3135902	Jesuânia	3434	3707	3442	3579	3306
MG	3136009	Joaíma	7646	8172	7190	7971	7014
MG	3136108	Joanésia	3547	4125	3461	4239	3453
MG	3136207	João Monlevade	46263	46707	46788	47085	46672
MG	3136306	João Pinheiro	26759	29169	27351	29868	26686
MG	3136405	Joaquim Felício	2441	3091	2457	3010	2382
MG	3136504	Jordânia	5414	6381	5470	6320	5284
MG	3136520	José Gonçalves de Minas	2504	3022	2498	3191	2642
MG	3136553	José Raydan	2634	3506	2697	3547	2705
MG	3136579	Josenópolis	2364	3004	2346	2975	2113
MG	3136603	Nova União	4054	4593	4251	4601	4099
MG	3136652	Juatuba	12750	14813	14819	17413	16613
MG	3136702	Juiz de Fora	316675	319651	319044	316191	317211
MG	3136801	Juramento	3226	4176	3594	4013	3435
MG	3136900	Juruaia	5642	6461	6168	7262	6600
MG	3136959	Juvenília	3531	4587	3630	4711	3760
MG	3137007	Ladainha	7798	9215	8066	9238	7748
MG	3137106	Lagamar	5171	5850	5048	5760	5023
MG	3137205	Lagoa da Prata	26491	27590	27421	28478	27570
MG	3137304	Lagoa dos Patos	2836	3353	2746	3340	2686
MG	3137403	Lagoa Dourada	7843	8554	8277	8656	8186
MG	3137502	Lagoa Formosa	10635	11887	11006	12635	11384
MG	3137536	Lagoa Grande	5051	5943	5232	6243	5433
MG	3137601	Lagoa Santa	30106	32014	33139	35371	36537
MG	3137700	Lajinha	11358	13719	12075	13824	11877
MG	3137809	Lambari	12587	13160	12671	13525	12839
MG	3137908	Lamim	2579	3061	2637	3132	2656
MG	3138005	Laranjal	4679	5274	4591	5119	4513
MG	3138104	Lassance	3769	4574	4016	4979	3967
MG	3138203	Lavras	55752	56634	57069	58351	57629
MG	3138302	Leandro Ferreira	2393	2875	2522	2929	2563
MG	3138351	Leme do Prado	2527	3212	2615	3237	2746
MG	3138401	Leopoldina	31910	32666	31754	32737	31347
MG	3138500	Liberdade	3456	3756	3431	3688	3375
MG	3138609	Lima Duarte	10501	11242	10736	11533	10886
MG	3138625	Limeira do Oeste	4086	4775	4660	5114	4685
MG	3138658	Lontra	5136	6417	5431	6481	5475
MG	3138674	Luisburgo	3961	4648	4219	4756	4180
MG	3138682	Luislândia	3720	4790	3945	5122	4205
MG	3138708	Luminárias	3478	3798	3506	3893	3531
MG	3138807	Luz	11059	11994	11338	11947	10630
MG	3138906	Machacalis	3975	4768	4023	4791	4121
MG	3139003	Machado	23211	23971	23685	24080	23490
MG	3139102	Madre de Deus de Minas	3428	3829	3452	3761	3480
MG	3139201	Malacacheta	9835	11399	10045	11141	9864
MG	3139250	Mamonas	4239	5231	4349	5115	4281
MG	3139300	Manga	10815	11999	11251	12528	11091
MG	3139409	Manhuaçu	43130	44572	44375	45786	44924
MG	3139508	Manhumirim	12583	13114	12518	13292	12547
MG	3139607	Mantena	14587	15810	15012	15758	14758
MG	3139706	Maravilhas	4799	5352	4900	5417	5086
MG	3139805	Mar de Espanha	7433	8460	7867	8762	8023
MG	3139904	Maria da Fé	10005	10531	10184	10570	10167
MG	3140001	Mariana	34362	37006	36747	39517	38231
MG	3140100	Marilac	2730	3536	2930	3486	2917
MG	3140159	Mário Campos	7573	8522	8259	9759	9098
MG	3140209	Maripá de Minas	2271	2610	2332	2659	2388
MG	3140308	Marliéria	3011	3486	3127	3774	3261
MG	3140407	Marmelópolis	2249	2418	2193	2569	2196
MG	3140506	Martinho Campos	7879	8886	8264	9159	8352
MG	3140530	Martins Soares	4527	5526	4991	6016	5254
MG	3140555	Mata Verde	4753	5149	4593	5537	4764
MG	3140605	Materlândia	2828	3397	2704	3406	2704
MG	3140704	Mateus Leme	16316	17935	17961	19230	19350
MG	3140803	Matias Barbosa	9066	9667	9339	9826	9527
MG	3140852	Matias Cardoso	4460	5169	4637	5537	4804
MG	3140902	Matipó	10576	12704	11450	13248	11629
MG	3141009	Mato Verde	7998	9023	7987	9026	8168
MG	3141108	Matozinhos	22738	23837	23593	24409	23817
MG	3141207	Matutina	2624	2967	2624	3032	2493
MG	3141306	Medeiros	2263	2721	2365	2728	2281
MG	3141405	Medina	11582	12726	11418	12824	11479
MG	3141504	Mendes Pimentel	3746	4663	3983	4742	3780
MG	3141603	Mercês	6228	6902	6454	7157	6657
MG	3141702	Mesquita	3782	4348	3814	4446	3756
MG	3141801	Minas Novas	12899	14332	13130	15026	13132
MG	3141900	Minduri	2576	2850	2498	2916	2492
MG	3142007	Mirabela	7737	9030	7786	9014	7806
MG	3142106	Miradouro	7025	7943	6809	7143	6324
MG	3142205	Miraí	8096	8988	7829	9145	7825
MG	3142254	Miravânia	2459	2849	2581	3134	2478
MG	3142304	Moeda	3664	4336	3887	4753	4227
MG	3142403	Moema	4795	5543	4990	5524	4865
MG	3142502	Monjolos	1483	2065	1583	2095	1587
MG	3142601	Monsenhor Paulo	4968	5963	5430	6056	5305
MG	3142700	Montalvânia	8764	10080	8603	10104	8817
MG	3142809	Monte Alegre de Minas	11353	12585	11509	12296	11232
MG	3142908	Monte Azul	13501	15048	13817	15353	13604
MG	3143005	Monte Belo	8433	8928	8613	9077	8425
MG	3143104	Monte Carmelo	28841	30045	27813	29112	27384
MG	3143153	Monte Formoso	2506	3217	2604	3622	2840
MG	3143203	Monte Santo de Minas	13283	13800	13074	13939	12484
MG	3143302	Montes Claros	199949	207160	211467	216973	218372
MG	3143401	Monte Sião	12910	14139	13525	14596	13799
MG	3143450	Montezuma	3726	4607	3916	4884	3966
MG	3143500	Morada Nova de Minas	5286	6478	5477	6424	5196
MG	3143609	Morro da Garça	1966	2571	2103	2518	1965
MG	3143708	Morro do Pilar	2406	2844	2502	3098	2564
MG	3143807	Munhoz	4285	4953	4547	5345	4661
MG	3143906	Muriaé	60583	62041	61063	63115	60997
MG	3144003	Mutum	16272	18316	16546	17840	16048
MG	3144102	Muzambinho	13680	14138	13794	14376	13512
MG	3144201	Nacip Raydan	1841	2568	1833	2685	1928
MG	3144300	Nanuque	22372	23123	21628	22378	20227
MG	3144359	Naque	3541	4301	3832	4585	3863
MG	3144375	Natalândia	2182	2682	2278	2671	2213
MG	3144409	Natércia	3385	3690	3449	3638	3300
MG	3144508	Nazareno	4871	5162	4974	5359	5060
MG	3144607	Nepomuceno	15977	16612	16371	16605	15705
MG	3144656	Ninheira	4764	5628	4914	5906	4892
MG	3144672	Nova Belém	2592	3255	2750	3104	2640
MG	3144706	Nova Era	11573	11956	11645	12113	11449
MG	3144805	Nova Lima	49213	52088	52782	57510	56987
MG	3144904	Nova Módica	2451	2970	2460	3050	2695
MG	3145000	Nova Ponte	7724	9244	8358	9872	8513
MG	3145059	Nova Porteirinha	4891	5456	4987	4820	4461
MG	3145109	Nova Resende	9496	10207	10112	10834	10130
MG	3145208	Nova Serrana	34211	37532	38631	43520	43929
MG	3145307	Novo Cruzeiro	13996	15694	14107	16747	14395
MG	3145356	Novo Oriente de Minas	5366	6406	5504	6470	5495
MG	3145372	Novorizonte	3071	3740	3184	3774	3146
MG	3145406	Olaria	1721	1943	1645	1949	1639
MG	3145455	'Olhos-d''Água'	3501	4183	3576	4327	3594
MG	3145505	Olímpio Noronha	1870	2042	1865	2291	2022
MG	3145604	Oliveira	25741	26473	26475	26956	26491
MG	3145703	Oliveira Fortes	1659	1936	1770	1936	1708
MG	3145802	Onça de Pitangui	2298	2846	2459	3020	2450
MG	3145851	Oratórios	3159	3621	3287	3725	3292
MG	3145877	Orizânia	4474	5194	4697	5668	4794
MG	3145901	Ouro Branco	22401	23663	23638	24656	24358
MG	3146008	Ouro Fino	19811	20253	19691	20033	18890
MG	3146107	Ouro Preto	46834	49098	48587	50602	49420
MG	3146206	Ouro Verde de Minas	4321	5359	4406	5276	4420
MG	3146255	Padre Carvalho	3064	3910	3107	3941	3016
MG	3146305	Padre Paraíso	9499	10291	9259	10631	8912
MG	3146404	Paineiras	3293	3817	3313	3649	3147
MG	3146503	Pains	5576	5992	5567	5965	5383
MG	3146552	Pai Pedro	3323	4037	3506	4262	3675
MG	3146602	Paiva	1286	1490	1335	1594	1342
MG	3146701	Palma	4081	4662	4162	4783	4157
MG	3146750	Palmópolis	3909	4771	3878	4886	3885
MG	3146909	Papagaios	8921	9866	9302	10240	9298
MG	3147006	Paracatu	47922	51255	49742	51292	48351
MG	3147105	Pará de Minas	50486	51782	51026	52428	50046
MG	3147204	Paraguaçu	13262	13803	13415	14061	13369
MG	3147303	Paraisópolis	12807	13201	12940	13298	12738
MG	3147402	Paraopeba	14581	15352	15183	15922	15676
MG	3147501	Passabém	1399	1661	1438	1645	1402
MG	3147600	Passa Quatro	10399	10830	10593	10819	10478
MG	3147709	Passa Tempo	5572	6055	5692	6186	5748
MG	3147808	Passa-Vinte	1635	1912	1684	1903	1682
MG	3147907	Passos	63211	63889	64196	64194	62300
MG	3147956	Patis	3177	4020	3366	4435	3515
MG	3148004	Patos de Minas	83298	84887	84361	85161	84664
MG	3148103	Patrocínio	48668	51147	50120	51698	50431
MG	3148202	Patrocínio do Muriaé	3885	4759	4147	4739	4143
MG	3148301	Paula Cândido	5764	6219	5951	6470	5959
MG	3148400	Paulistas	3038	3482	2847	3236	2863
MG	3148509	Pavão	4611	5258	4454	4981	4139
MG	3148608	Peçanha	8675	10166	8518	10477	8614
MG	3148707	Pedra Azul	12686	13772	12365	13756	12168
MG	3148756	Pedra Bonita	4193	5080	4477	4989	4390
MG	3148806	Pedra do Anta	2743	3141	2823	3303	2757
MG	3148905	Pedra do Indaiá	2985	3375	3010	3369	2858
MG	3149002	Pedra Dourada	1633	1892	1883	2492	2093
MG	3149101	Pedralva	7513	7831	7693	7866	7614
MG	3149150	Pedras de Maria da Cruz	5131	6164	5228	6272	5121
MG	3149200	Pedrinópolis	2437	2929	2486	2840	2460
MG	3149309	Pedro Leopoldo	37705	38871	38709	39903	38876
MG	3149408	Pedro Teixeira	1564	1884	1720	2015	1794
MG	3149507	Pequeri	2231	2680	2369	2839	2433
MG	3149606	Pequi	2890	3317	2955	3310	2830
MG	3149705	Perdigão	5133	6400	5972	6887	6366
MG	3149804	Perdizes	8155	9116	8331	9746	9185
MG	3149903	Perdões	13133	13715	13585	14049	13585
MG	3149952	Periquito	4286	5193	4509	5259	4399
MG	3150000	Pescador	2357	2858	2548	3069	2468
MG	3150109	Piau	2425	2718	2396	2600	2334
MG	3150158	Piedade de Caratinga	4376	5464	5087	6403	5483
MG	3150208	Piedade de Ponte Nova	2867	3396	3022	3493	2891
MG	3150307	Piedade do Rio Grande	3003	3341	3087	3350	2959
MG	3150406	Piedade dos Gerais	3337	4044	3540	4254	3606
MG	3150505	Pimenta	5191	5922	5384	6048	5437
MG	3150539	'Pingo-d''Água'	2795	3777	3006	3700	2979
MG	3150570	Pintópolis	4016	4863	4119	5115	4044
MG	3150604	Piracema	4736	5188	4781	5354	4867
MG	3150703	Pirajuba	2582	3264	2989	3530	3192
MG	3150802	Piranga	9759	10841	9688	10197	9127
MG	3150901	Piranguçu	3575	3943	3768	4074	3745
MG	3151008	Piranguinho	5462	5785	5597	5853	5598
MG	3151107	Pirapetinga	7562	8190	7743	8465	7703
MG	3151206	Pirapora	29424	31887	30596	32489	30572
MG	3151305	Piraúba	7425	8226	7627	8326	7589
MG	3151404	Pitangui	16283	17244	16746	17587	17068
MG	3151503	Piumhi	19539	20970	19600	20629	19109
MG	3151602	Planura	6209	7063	6050	7056	6002
MG	3151701	Poço Fundo	10354	11117	10621	11059	10202
MG	3151800	Poços de Caldas	88758	90332	91478	89632	88554
MG	3151909	Pocrane	5743	6390	5571	6429	5448
MG	3152006	Pompéu	17069	18739	17991	19782	17719
MG	3152105	Ponte Nova	35374	36205	35394	36171	34990
MG	3152131	Ponto Chique	2493	3378	2610	3341	2598
MG	3152170	Ponto dos Volantes	5766	6426	5880	6891	6053
MG	3152204	Porteirinha	22309	24683	23029	25576	22795
MG	3152303	Porto Firme	5759	7299	6548	7379	6593
MG	3152402	Poté	8390	9559	8517	9570	8354
MG	3152501	Pouso Alegre	76499	78769	80626	81335	82236
MG	3152600	Pouso Alto	4296	4723	4402	4909	4513
MG	3152709	Prados	5675	5984	5731	6023	5764
MG	3152808	Prata	15649	17058	15629	17402	15442
MG	3152907	Pratápolis	5874	6568	6107	6472	5787
MG	3153004	Pratinha	2207	2574	2214	2582	2229
MG	3153103	Presidente Bernardes	3941	4856	4023	4852	3892
MG	3153202	Presidente Juscelino	2869	3519	2876	3559	2750
MG	3153301	Presidente Kubitschek	1988	2369	2030	2459	2057
MG	3153400	Presidente Olegário	12092	13737	12339	13370	11807
MG	3153509	Alto Jequitibá	5487	5790	5476	5852	5488
MG	3153608	Prudente de Morais	6229	6804	6749	6844	6662
MG	3153707	Quartel Geral	2391	2958	2562	3078	2489
MG	3153806	Queluzito	1726	2037	1829	2215	1954
MG	3153905	Raposos	10189	10851	10730	11475	10977
MG	3154002	Raul Soares	13533	14369	13728	14512	13566
MG	3154101	Recreio	6205	6835	6125	6766	5887
MG	3154150	Reduto	3956	4883	4321	4922	4226
MG	3154200	Resende Costa	7083	7461	7362	7665	7405
MG	3154309	Resplendor	9966	10696	9876	10735	9481
MG	3154408	Ressaquinha	3395	3626	3524	3808	3595
MG	3154457	Riachinho	3888	4541	3819	4560	3868
MG	3154507	Riacho dos Machados	5352	6178	5459	6194	5248
MG	3154606	Ribeirão das Neves	141718	146621	154369	160709	164095
MG	3154705	Ribeirão Vermelho	2693	2839	2698	2801	2689
MG	3154804	Rio Acima	5894	6703	6596	7320	6840
MG	3154903	Rio Casca	8916	9453	8428	9181	8079
MG	3155009	Rio Doce	1770	2120	1874	2103	1868
MG	3155108	Rio do Prado	3038	3649	2979	3634	2964
MG	3155207	Rio Espera	3837	4386	3949	4757	4069
MG	3155306	Rio Manso	3413	3942	3672	4107	3721
MG	3155405	Rio Novo	5773	6135	5775	6072	5564
MG	3155504	Rio Paranaíba	6857	8135	7416	8349	7383
MG	3155603	Rio Pardo de Minas	14571	16247	15136	16292	14957
MG	3155702	Rio Piracicaba	9509	10136	9695	10160	9540
MG	3155801	Rio Pomba	10934	11260	10878	11569	10919
MG	3155900	Rio Preto	3954	4478	4067	4435	3986
MG	3156007	Rio Vermelho	7055	7500	6644	7358	6689
MG	3156106	Ritápolis	3561	3929	3727	3939	3564
MG	3156205	Rochedo de Minas	1661	2164	1855	2216	1828
MG	3156304	Rodeiro	4403	4950	4854	5757	5209
MG	3156403	Romaria	2642	3120	2580	2804	2514
MG	3156452	Rosário da Limeira	3960	4522	3998	4506	3907
MG	3156502	Rubelita	4810	6088	5083	6168	4756
MG	3156601	Rubim	4925	5701	4781	5433	4563
MG	3156700	Sabará	70830	72791	73928	75829	74864
MG	3156809	Sabinópolis	8477	9023	8357	8845	8217
MG	3156908	Sacramento	14625	16244	14994	15917	14619
